Ramas de actividad;Tipo de indicador;Tamaño de la empresa;Total
27. Actividades financieras y de seguros (CNAE 64, 65, 66);Empresas innovadoras de procesos de negocio;De 50 a 249 empleados;118
27. Actividades financieras y de seguros (CNAE 64, 65, 66);Empresas innovadoras de procesos de negocio;250 y más empleados;92
27. Actividades financieras y de seguros (CNAE 64, 65, 66);Empresas innovadoras de procesos de negocio;Total;518
27. Actividades financieras y de seguros (CNAE 64, 65, 66);- Exclusivamente innovadoras de procesos de negocio;De 10 a 49 empleados;172
27. Actividades financieras y de seguros (CNAE 64, 65, 66);- Exclusivamente innovadoras de procesos de negocio;De 50 a 249 empleados;59
27. Actividades financieras y de seguros (CNAE 64, 65, 66);- Exclusivamente innovadoras de procesos de negocio;250 y más empleados;19
27. Actividades financieras y de seguros (CNAE 64, 65, 66);- Exclusivamente innovadoras de procesos de negocio;Total;249
27. Actividades financieras y de seguros (CNAE 64, 65, 66);Empresas innovadoras de producto y de procesos de negocio;De 10 a 49 empleados;137
27. Actividades financieras y de seguros (CNAE 64, 65, 66);Empresas innovadoras de producto y de procesos de negocio;De 50 a 249 empleados;59
27. Actividades financieras y de seguros (CNAE 64, 65, 66);Empresas innovadoras de producto y de procesos de negocio;250 y más empleados;73
27. Actividades financieras y de seguros (CNAE 64, 65, 66);Empresas innovadoras de producto y de procesos de negocio;Total;269
28. Actividades inmobiliarias (CNAE 68);Total de empresas innovadoras (producto y/o procesos de negocio);De 10 a 49 empleados;235
28. Actividades inmobiliarias (CNAE 68);Total de empresas innovadoras (producto y/o procesos de negocio);De 50 a 249 empleados;..
28. Actividades inmobiliarias (CNAE 68);Total de empresas innovadoras (producto y/o procesos de negocio);250 y más empleados;..
28. Actividades inmobiliarias (CNAE 68);Total de empresas innovadoras (producto y/o procesos de negocio);Total;304
28. Actividades inmobiliarias (CNAE 68);Empresas innovadoras de producto;De 10 a 49 empleados;64
28. Actividades inmobiliarias (CNAE 68);Empresas innovadoras de producto;De 50 a 249 empleados;..
28. Actividades inmobiliarias (CNAE 68);Empresas innovadoras de producto;250 y más empleados;..
28. Actividades inmobiliarias (CNAE 68);Empresas innovadoras de producto;Total;95
28. Actividades inmobiliarias (CNAE 68);- Exclusivamente innovadoras de producto;De 10 a 49 empleados;14
28. Actividades inmobiliarias (CNAE 68);- Exclusivamente innovadoras de producto;De 50 a 249 empleados;..
28. Actividades inmobiliarias (CNAE 68);- Exclusivamente innovadoras de producto;250 y más empleados;..
28. Actividades inmobiliarias (CNAE 68);- Exclusivamente innovadoras de producto;Total;19
28. Actividades inmobiliarias (CNAE 68);Empresas innovadoras de procesos de negocio;De 10 a 49 empleados;221
28. Actividades inmobiliarias (CNAE 68);Empresas innovadoras de procesos de negocio;De 50 a 249 empleados;..
28. Actividades inmobiliarias (CNAE 68);Empresas innovadoras de procesos de negocio;250 y más empleados;..
28. Actividades inmobiliarias (CNAE 68);Empresas innovadoras de procesos de negocio;Total;286
28. Actividades inmobiliarias (CNAE 68);- Exclusivamente innovadoras de procesos de negocio;De 10 a 49 empleados;171
28. Actividades inmobiliarias (CNAE 68);- Exclusivamente innovadoras de procesos de negocio;De 50 a 249 empleados;..
28. Actividades inmobiliarias (CNAE 68);- Exclusivamente innovadoras de procesos de negocio;250 y más empleados;..
28. Actividades inmobiliarias (CNAE 68);- Exclusivamente innovadoras de procesos de negocio;Total;209
28. Actividades inmobiliarias (CNAE 68);Empresas innovadoras de producto y de procesos de negocio;De 10 a 49 empleados;50
28. Actividades inmobiliarias (CNAE 68);Empresas innovadoras de producto y de procesos de negocio;De 50 a 249 empleados;..
28. Actividades inmobiliarias (CNAE 68);Empresas innovadoras de producto y de procesos de negocio;250 y más empleados;..
28. Actividades inmobiliarias (CNAE 68);Empresas innovadoras de producto y de procesos de negocio;Total;76
29. Actividades profesionales, científicas y técnicas (CNAE 69, 70, 71, 72, 73, 74, 75);Total de empresas innovadoras (producto y/o procesos de negocio);De 10 a 49 empleados;2.605
29. Actividades profesionales, científicas y técnicas (CNAE 69, 70, 71, 72, 73, 74, 75);Total de empresas innovadoras (producto y/o procesos de negocio);De 50 a 249 empleados;533
29. Actividades profesionales, científicas y técnicas (CNAE 69, 70, 71, 72, 73, 74, 75);Total de empresas innovadoras (producto y/o procesos de negocio);250 y más empleados;198
29. Actividades profesionales, científicas y técnicas (CNAE 69, 70, 71, 72, 73, 74, 75);Total de empresas innovadoras (producto y/o procesos de negocio);Total;3.335
29. Actividades profesionales, científicas y técnicas (CNAE 69, 70, 71, 72, 73, 74, 75);Empresas innovadoras de producto;De 10 a 49 empleados;1.409
29. Actividades profesionales, científicas y técnicas (CNAE 69, 70, 71, 72, 73, 74, 75);Empresas innovadoras de producto;De 50 a 249 empleados;357
29. Actividades profesionales, científicas y técnicas (CNAE 69, 70, 71, 72, 73, 74, 75);Empresas innovadoras de producto;250 y más empleados;142
29. Actividades profesionales, científicas y técnicas (CNAE 69, 70, 71, 72, 73, 74, 75);Empresas innovadoras de producto;Total;1.907
29. Actividades profesionales, científicas y técnicas (CNAE 69, 70, 71, 72, 73, 74, 75);- Exclusivamente innovadoras de producto;De 10 a 49 empleados;307
29. Actividades profesionales, científicas y técnicas (CNAE 69, 70, 71, 72, 73, 74, 75);- Exclusivamente innovadoras de producto;De 50 a 249 empleados;74
29. Actividades profesionales, científicas y técnicas (CNAE 69, 70, 71, 72, 73, 74, 75);- Exclusivamente innovadoras de producto;250 y más empleados;14
29. Actividades profesionales, científicas y técnicas (CNAE 69, 70, 71, 72, 73, 74, 75);- Exclusivamente innovadoras de producto;Total;395
29. Actividades profesionales, científicas y técnicas (CNAE 69, 70, 71, 72, 73, 74, 75);Empresas innovadoras de procesos de negocio;De 10 a 49 empleados;2.297
29. Actividades profesionales, científicas y técnicas (CNAE 69, 70, 71, 72, 73, 74, 75);Empresas innovadoras de procesos de negocio;De 50 a 249 empleados;459
29. Actividades profesionales, científicas y técnicas (CNAE 69, 70, 71, 72, 73, 74, 75);Empresas innovadoras de procesos de negocio;250 y más empleados;183
29. Actividades profesionales, científicas y técnicas (CNAE 69, 70, 71, 72, 73, 74, 75);Empresas innovadoras de procesos de negocio;Total;2.940
29. Actividades profesionales, científicas y técnicas (CNAE 69, 70, 71, 72, 73, 74, 75);- Exclusivamente innovadoras de procesos de negocio;De 10 a 49 empleados;1.196
29. Actividades profesionales, científicas y técnicas (CNAE 69, 70, 71, 72, 73, 74, 75);- Exclusivamente innovadoras de procesos de negocio;De 50 a 249 empleados;176
29. Actividades profesionales, científicas y técnicas (CNAE 69, 70, 71, 72, 73, 74, 75);- Exclusivamente innovadoras de procesos de negocio;250 y más empleados;56
29. Actividades profesionales, científicas y técnicas (CNAE 69, 70, 71, 72, 73, 74, 75);- Exclusivamente innovadoras de procesos de negocio;Total;1.428
29. Actividades profesionales, científicas y técnicas (CNAE 69, 70, 71, 72, 73, 74, 75);Empresas innovadoras de producto y de procesos de negocio;De 10 a 49 empleados;1.102
29. Actividades profesionales, científicas y técnicas (CNAE 69, 70, 71, 72, 73, 74, 75);Empresas innovadoras de producto y de procesos de negocio;De 50 a 249 empleados;283
29. Actividades profesionales, científicas y técnicas (CNAE 69, 70, 71, 72, 73, 74, 75);Empresas innovadoras de producto y de procesos de negocio;250 y más empleados;128
29. Actividades profesionales, científicas y técnicas (CNAE 69, 70, 71, 72, 73, 74, 75);Empresas innovadoras de producto y de procesos de negocio;Total;1.512
29.1. Servicios de I+D (CNAE 72);Total de empresas innovadoras (producto y/o procesos de negocio);De 10 a 49 empleados;261
29.1. Servicios de I+D (CNAE 72);Total de empresas innovadoras (producto y/o procesos de negocio);De 50 a 249 empleados;90
29.1. Servicios de I+D (CNAE 72);Total de empresas innovadoras (producto y/o procesos de negocio);250 y más empleados;17
29.1. Servicios de I+D (CNAE 72);Total de empresas innovadoras (producto y/o procesos de negocio);Total;369
29.1. Servicios de I+D (CNAE 72);Empresas innovadoras de producto;De 10 a 49 empleados;209
29.1. Servicios de I+D (CNAE 72);Empresas innovadoras de producto;De 50 a 249 empleados;77
29.1. Servicios de I+D (CNAE 72);Empresas innovadoras de producto;250 y más empleados;14
29.1. Servicios de I+D (CNAE 72);Empresas innovadoras de producto;Total;300
29.1. Servicios de I+D (CNAE 72);- Exclusivamente innovadoras de producto;De 10 a 49 empleados;47
29.1. Servicios de I+D (CNAE 72);- Exclusivamente innovadoras de producto;De 50 a 249 empleados;10
29.1. Servicios de I+D (CNAE 72);- Exclusivamente innovadoras de producto;250 y más empleados;.
29.1. Servicios de I+D (CNAE 72);- Exclusivamente innovadoras de producto;Total;57
29.1. Servicios de I+D (CNAE 72);Empresas innovadoras de procesos de negocio;De 10 a 49 empleados;215
29.1. Servicios de I+D (CNAE 72);Empresas innovadoras de procesos de negocio;De 50 a 249 empleados;80
29.1. Servicios de I+D (CNAE 72);Empresas innovadoras de procesos de negocio;250 y más empleados;17
29.1. Servicios de I+D (CNAE 72);Empresas innovadoras de procesos de negocio;Total;312
29.1. Servicios de I+D (CNAE 72);- Exclusivamente innovadoras de procesos de negocio;De 10 a 49 empleados;53
29.1. Servicios de I+D (CNAE 72);- Exclusivamente innovadoras de procesos de negocio;De 50 a 249 empleados;13
29.1. Servicios de I+D (CNAE 72);- Exclusivamente innovadoras de procesos de negocio;250 y más empleados;3
29.1. Servicios de I+D (CNAE 72);- Exclusivamente innovadoras de procesos de negocio;Total;69
29.1. Servicios de I+D (CNAE 72);Empresas innovadoras de producto y de procesos de negocio;De 10 a 49 empleados;162
29.1. Servicios de I+D (CNAE 72);Empresas innovadoras de producto y de procesos de negocio;De 50 a 249 empleados;67
29.1. Servicios de I+D (CNAE 72);Empresas innovadoras de producto y de procesos de negocio;250 y más empleados;14
29.1. Servicios de I+D (CNAE 72);Empresas innovadoras de producto y de procesos de negocio;Total;243
29.2. Otras actividades (CNAE 69, 70, 71, 73, 74, 75);Total de empresas innovadoras (producto y/o procesos de negocio);De 10 a 49 empleados;2.343
29.2. Otras actividades (CNAE 69, 70, 71, 73, 74, 75);Total de empresas innovadoras (producto y/o procesos de negocio);De 50 a 249 empleados;442
29.2. Otras actividades (CNAE 69, 70, 71, 73, 74, 75);Total de empresas innovadoras (producto y/o procesos de negocio);250 y más empleados;181
29.2. Otras actividades (CNAE 69, 70, 71, 73, 74, 75);Total de empresas innovadoras (producto y/o procesos de negocio);Total;2.966
29.2. Otras actividades (CNAE 69, 70, 71, 73, 74, 75);Empresas innovadoras de producto;De 10 a 49 empleados;1.200
29.2. Otras actividades (CNAE 69, 70, 71, 73, 74, 75);Empresas innovadoras de producto;De 50 a 249 empleados;280
29.2. Otras actividades (CNAE 69, 70, 71, 73, 74, 75);Empresas innovadoras de producto;250 y más empleados;128
29.2. Otras actividades (CNAE 69, 70, 71, 73, 74, 75);Empresas innovadoras de producto;Total;1.607
29.2. Otras actividades (CNAE 69, 70, 71, 73, 74, 75);- Exclusivamente innovadoras de producto;De 10 a 49 empleados;261
29.2. Otras actividades (CNAE 69, 70, 71, 73, 74, 75);- Exclusivamente innovadoras de producto;De 50 a 249 empleados;63
29.2. Otras actividades (CNAE 69, 70, 71, 73, 74, 75);- Exclusivamente innovadoras de producto;250 y más empleados;14
29.2. Otras actividades (CNAE 69, 70, 71, 73, 74, 75);- Exclusivamente innovadoras de producto;Total;338
29.2. Otras actividades (CNAE 69, 70, 71, 73, 74, 75);Empresas innovadoras de procesos de negocio;De 10 a 49 empleados;2.083
29.2. Otras actividades (CNAE 69, 70, 71, 73, 74, 75);Empresas innovadoras de procesos de negocio;De 50 a 249 empleados;379
29.2. Otras actividades (CNAE 69, 70, 71, 73, 74, 75);Empresas innovadoras de procesos de negocio;250 y más empleados;166
29.2. Otras actividades (CNAE 69, 70, 71, 73, 74, 75);Empresas innovadoras de procesos de negocio;Total;2.628
29.2. Otras actividades (CNAE 69, 70, 71, 73, 74, 75);- Exclusivamente innovadoras de procesos de negocio;De 10 a 49 empleados;1.143
29.2. Otras actividades (CNAE 69, 70, 71, 73, 74, 75);- Exclusivamente innovadoras de procesos de negocio;De 50 a 249 empleados;163
29.2. Otras actividades (CNAE 69, 70, 71, 73, 74, 75);- Exclusivamente innovadoras de procesos de negocio;250 y más empleados;53
29.2. Otras actividades (CNAE 69, 70, 71, 73, 74, 75);- Exclusivamente innovadoras de procesos de negocio;Total;1.359
29.2. Otras actividades (CNAE 69, 70, 71, 73, 74, 75);Empresas innovadoras de producto y de procesos de negocio;De 10 a 49 empleados;939
29.2. Otras actividades (CNAE 69, 70, 71, 73, 74, 75);Empresas innovadoras de producto y de procesos de negocio;De 50 a 249 empleados;216
29.2. Otras actividades (CNAE 69, 70, 71, 73, 74, 75);Empresas innovadoras de producto y de procesos de negocio;250 y más empleados;114
29.2. Otras actividades (CNAE 69, 70, 71, 73, 74, 75);Empresas innovadoras de producto y de procesos de negocio;Total;1.269
30. Actividades administrativas y servicios auxiliares (CNAE 77, 78, 79, 80, 81, 82);Total de empresas innovadoras (producto y/o procesos de negocio);De 10 a 49 empleados;1.210
30. Actividades administrativas y servicios auxiliares (CNAE 77, 78, 79, 80, 81, 82);Total de empresas innovadoras (producto y/o procesos de negocio);De 50 a 249 empleados;302
30. Actividades administrativas y servicios auxiliares (CNAE 77, 78, 79, 80, 81, 82);Total de empresas innovadoras (producto y/o procesos de negocio);250 y más empleados;193
30. Actividades administrativas y servicios auxiliares (CNAE 77, 78, 79, 80, 81, 82);Total de empresas innovadoras (producto y/o procesos de negocio);Total;1.705
30. Actividades administrativas y servicios auxiliares (CNAE 77, 78, 79, 80, 81, 82);Empresas innovadoras de producto;De 10 a 49 empleados;307
30. Actividades administrativas y servicios auxiliares (CNAE 77, 78, 79, 80, 81, 82);Empresas innovadoras de producto;De 50 a 249 empleados;144
30. Actividades administrativas y servicios auxiliares (CNAE 77, 78, 79, 80, 81, 82);Empresas innovadoras de producto;250 y más empleados;94
30. Actividades administrativas y servicios auxiliares (CNAE 77, 78, 79, 80, 81, 82);Empresas innovadoras de producto;Total;545
30. Actividades administrativas y servicios auxiliares (CNAE 77, 78, 79, 80, 81, 82);- Exclusivamente innovadoras de producto;De 10 a 49 empleados;70
30. Actividades administrativas y servicios auxiliares (CNAE 77, 78, 79, 80, 81, 82);- Exclusivamente innovadoras de producto;De 50 a 249 empleados;12
30. Actividades administrativas y servicios auxiliares (CNAE 77, 78, 79, 80, 81, 82);- Exclusivamente innovadoras de producto;250 y más empleados;13
30. Actividades administrativas y servicios auxiliares (CNAE 77, 78, 79, 80, 81, 82);- Exclusivamente innovadoras de producto;Total;95
30. Actividades administrativas y servicios auxiliares (CNAE 77, 78, 79, 80, 81, 82);Empresas innovadoras de procesos de negocio;De 10 a 49 empleados;1.140
30. Actividades administrativas y servicios auxiliares (CNAE 77, 78, 79, 80, 81, 82);Empresas innovadoras de procesos de negocio;De 50 a 249 empleados;291
30. Actividades administrativas y servicios auxiliares (CNAE 77, 78, 79, 80, 81, 82);Empresas innovadoras de procesos de negocio;250 y más empleados;180
30. Actividades administrativas y servicios auxiliares (CNAE 77, 78, 79, 80, 81, 82);Empresas innovadoras de procesos de negocio;Total;1.610
30. Actividades administrativas y servicios auxiliares (CNAE 77, 78, 79, 80, 81, 82);- Exclusivamente innovadoras de procesos de negocio;De 10 a 49 empleados;903
30. Actividades administrativas y servicios auxiliares (CNAE 77, 78, 79, 80, 81, 82);- Exclusivamente innovadoras de procesos de negocio;De 50 a 249 empleados;158
30. Actividades administrativas y servicios auxiliares (CNAE 77, 78, 79, 80, 81, 82);- Exclusivamente innovadoras de procesos de negocio;250 y más empleados;99
30. Actividades administrativas y servicios auxiliares (CNAE 77, 78, 79, 80, 81, 82);- Exclusivamente innovadoras de procesos de negocio;Total;1.160
30. Actividades administrativas y servicios auxiliares (CNAE 77, 78, 79, 80, 81, 82);Empresas innovadoras de producto y de procesos de negocio;De 10 a 49 empleados;236
30. Actividades administrativas y servicios auxiliares (CNAE 77, 78, 79, 80, 81, 82);Empresas innovadoras de producto y de procesos de negocio;De 50 a 249 empleados;132
30. Actividades administrativas y servicios auxiliares (CNAE 77, 78, 79, 80, 81, 82);Empresas innovadoras de producto y de procesos de negocio;250 y más empleados;81
30. Actividades administrativas y servicios auxiliares (CNAE 77, 78, 79, 80, 81, 82);Empresas innovadoras de producto y de procesos de negocio;Total;450
31. Actividades sanitarias y de servicios sociales (CNAE 86, 87, 88);Total de empresas innovadoras (producto y/o procesos de negocio);De 10 a 49 empleados;1.146
31. Actividades sanitarias y de servicios sociales (CNAE 86, 87, 88);Total de empresas innovadoras (producto y/o procesos de negocio);De 50 a 249 empleados;413
31. Actividades sanitarias y de servicios sociales (CNAE 86, 87, 88);Total de empresas innovadoras (producto y/o procesos de negocio);250 y más empleados;172
31. Actividades sanitarias y de servicios sociales (CNAE 86, 87, 88);Total de empresas innovadoras (producto y/o procesos de negocio);Total;1.732
31. Actividades sanitarias y de servicios sociales (CNAE 86, 87, 88);Empresas innovadoras de producto;De 10 a 49 empleados;602
31. Actividades sanitarias y de servicios sociales (CNAE 86, 87, 88);Empresas innovadoras de producto;De 50 a 249 empleados;192
31. Actividades sanitarias y de servicios sociales (CNAE 86, 87, 88);Empresas innovadoras de producto;250 y más empleados;80
31. Actividades sanitarias y de servicios sociales (CNAE 86, 87, 88);Empresas innovadoras de producto;Total;874
31. Actividades sanitarias y de servicios sociales (CNAE 86, 87, 88);- Exclusivamente innovadoras de producto;De 10 a 49 empleados;201
31. Actividades sanitarias y de servicios sociales (CNAE 86, 87, 88);- Exclusivamente innovadoras de producto;De 50 a 249 empleados;55
31. Actividades sanitarias y de servicios sociales (CNAE 86, 87, 88);- Exclusivamente innovadoras de producto;250 y más empleados;10
31. Actividades sanitarias y de servicios sociales (CNAE 86, 87, 88);- Exclusivamente innovadoras de producto;Total;266
31. Actividades sanitarias y de servicios sociales (CNAE 86, 87, 88);Empresas innovadoras de procesos de negocio;De 10 a 49 empleados;945
31. Actividades sanitarias y de servicios sociales (CNAE 86, 87, 88);Empresas innovadoras de procesos de negocio;De 50 a 249 empleados;358
31. Actividades sanitarias y de servicios sociales (CNAE 86, 87, 88);Empresas innovadoras de procesos de negocio;250 y más empleados;162
31. Actividades sanitarias y de servicios sociales (CNAE 86, 87, 88);Empresas innovadoras de procesos de negocio;Total;1.466
31. Actividades sanitarias y de servicios sociales (CNAE 86, 87, 88);- Exclusivamente innovadoras de procesos de negocio;De 10 a 49 empleados;544
31. Actividades sanitarias y de servicios sociales (CNAE 86, 87, 88);- Exclusivamente innovadoras de procesos de negocio;De 50 a 249 empleados;221
31. Actividades sanitarias y de servicios sociales (CNAE 86, 87, 88);- Exclusivamente innovadoras de procesos de negocio;250 y más empleados;92
31. Actividades sanitarias y de servicios sociales (CNAE 86, 87, 88);- Exclusivamente innovadoras de procesos de negocio;Total;858
31. Actividades sanitarias y de servicios sociales (CNAE 86, 87, 88);Empresas innovadoras de producto y de procesos de negocio;De 10 a 49 empleados;401
31. Actividades sanitarias y de servicios sociales (CNAE 86, 87, 88);Empresas innovadoras de producto y de procesos de negocio;De 50 a 249 empleados;137
31. Actividades sanitarias y de servicios sociales (CNAE 86, 87, 88);Empresas innovadoras de producto y de procesos de negocio;250 y más empleados;70
31. Actividades sanitarias y de servicios sociales (CNAE 86, 87, 88);Empresas innovadoras de producto y de procesos de negocio;Total;608
32. Actividades artísticas, recreativas y de entretenimiento (CNAE 90, 91, 92, 93);Total de empresas innovadoras (producto y/o procesos de negocio);De 10 a 49 empleados;728
32. Actividades artísticas, recreativas y de entretenimiento (CNAE 90, 91, 92, 93);Total de empresas innovadoras (producto y/o procesos de negocio);De 50 a 249 empleados;109
32. Actividades artísticas, recreativas y de entretenimiento (CNAE 90, 91, 92, 93);Total de empresas innovadoras (producto y/o procesos de negocio);250 y más empleados;39
32. Actividades artísticas, recreativas y de entretenimiento (CNAE 90, 91, 92, 93);Total de empresas innovadoras (producto y/o procesos de negocio);Total;876
32. Actividades artísticas, recreativas y de entretenimiento (CNAE 90, 91, 92, 93);Empresas innovadoras de producto;De 10 a 49 empleados;305
32. Actividades artísticas, recreativas y de entretenimiento (CNAE 90, 91, 92, 93);Empresas innovadoras de producto;De 50 a 249 empleados;33
32. Actividades artísticas, recreativas y de entretenimiento (CNAE 90, 91, 92, 93);Empresas innovadoras de producto;250 y más empleados;27
32. Actividades artísticas, recreativas y de entretenimiento (CNAE 90, 91, 92, 93);Empresas innovadoras de producto;Total;364
32. Actividades artísticas, recreativas y de entretenimiento (CNAE 90, 91, 92, 93);- Exclusivamente innovadoras de producto;De 10 a 49 empleados;100
32. Actividades artísticas, recreativas y de entretenimiento (CNAE 90, 91, 92, 93);- Exclusivamente innovadoras de producto;De 50 a 249 empleados;9
32. Actividades artísticas, recreativas y de entretenimiento (CNAE 90, 91, 92, 93);- Exclusivamente innovadoras de producto;250 y más empleados;4
32. Actividades artísticas, recreativas y de entretenimiento (CNAE 90, 91, 92, 93);- Exclusivamente innovadoras de producto;Total;113
32. Actividades artísticas, recreativas y de entretenimiento (CNAE 90, 91, 92, 93);Empresas innovadoras de procesos de negocio;De 10 a 49 empleados;629
32. Actividades artísticas, recreativas y de entretenimiento (CNAE 90, 91, 92, 93);Empresas innovadoras de procesos de negocio;De 50 a 249 empleados;99
32. Actividades artísticas, recreativas y de entretenimiento (CNAE 90, 91, 92, 93);Empresas innovadoras de procesos de negocio;250 y más empleados;35
32. Actividades artísticas, recreativas y de entretenimiento (CNAE 90, 91, 92, 93);Empresas innovadoras de procesos de negocio;Total;763
32. Actividades artísticas, recreativas y de entretenimiento (CNAE 90, 91, 92, 93);- Exclusivamente innovadoras de procesos de negocio;De 10 a 49 empleados;424
32. Actividades artísticas, recreativas y de entretenimiento (CNAE 90, 91, 92, 93);- Exclusivamente innovadoras de procesos de negocio;De 50 a 249 empleados;75
32. Actividades artísticas, recreativas y de entretenimiento (CNAE 90, 91, 92, 93);- Exclusivamente innovadoras de procesos de negocio;250 y más empleados;12
32. Actividades artísticas, recreativas y de entretenimiento (CNAE 90, 91, 92, 93);- Exclusivamente innovadoras de procesos de negocio;Total;512
32. Actividades artísticas, recreativas y de entretenimiento (CNAE 90, 91, 92, 93);Empresas innovadoras de producto y de procesos de negocio;De 10 a 49 empleados;205
32. Actividades artísticas, recreativas y de entretenimiento (CNAE 90, 91, 92, 93);Empresas innovadoras de producto y de procesos de negocio;De 50 a 249 empleados;24
32. Actividades artísticas, recreativas y de entretenimiento (CNAE 90, 91, 92, 93);Empresas innovadoras de producto y de procesos de negocio;250 y más empleados;23
32. Actividades artísticas, recreativas y de entretenimiento (CNAE 90, 91, 92, 93);Empresas innovadoras de producto y de procesos de negocio;Total;251
33. Otros servicios (CNAE 85-854, 94, 95, 96);Total de empresas innovadoras (producto y/o procesos de negocio);De 10 a 49 empleados;251
33. Otros servicios (CNAE 85-854, 94, 95, 96);Total de empresas innovadoras (producto y/o procesos de negocio);De 50 a 249 empleados;..
33. Otros servicios (CNAE 85-854, 94, 95, 96);Total de empresas innovadoras (producto y/o procesos de negocio);250 y más empleados;..
33. Otros servicios (CNAE 85-854, 94, 95, 96);Total de empresas innovadoras (producto y/o procesos de negocio);Total;340
33. Otros servicios (CNAE 85-854, 94, 95, 96);Empresas innovadoras de producto;De 10 a 49 empleados;50
33. Otros servicios (CNAE 85-854, 94, 95, 96);Empresas innovadoras de producto;De 50 a 249 empleados;..
33. Otros servicios (CNAE 85-854, 94, 95, 96);Empresas innovadoras de producto;250 y más empleados;..
33. Otros servicios (CNAE 85-854, 94, 95, 96);Empresas innovadoras de producto;Total;76
33. Otros servicios (CNAE 85-854, 94, 95, 96);- Exclusivamente innovadoras de producto;De 10 a 49 empleados;17
33. Otros servicios (CNAE 85-854, 94, 95, 96);- Exclusivamente innovadoras de producto;De 50 a 249 empleados;..
33. Otros servicios (CNAE 85-854, 94, 95, 96);- Exclusivamente innovadoras de producto;250 y más empleados;..
33. Otros servicios (CNAE 85-854, 94, 95, 96);- Exclusivamente innovadoras de producto;Total;20
33. Otros servicios (CNAE 85-854, 94, 95, 96);Empresas innovadoras de procesos de negocio;De 10 a 49 empleados;235
33. Otros servicios (CNAE 85-854, 94, 95, 96);Empresas innovadoras de procesos de negocio;De 50 a 249 empleados;..
33. Otros servicios (CNAE 85-854, 94, 95, 96);Empresas innovadoras de procesos de negocio;250 y más empleados;..
33. Otros servicios (CNAE 85-854, 94, 95, 96);Empresas innovadoras de procesos de negocio;Total;321
33. Otros servicios (CNAE 85-854, 94, 95, 96);- Exclusivamente innovadoras de procesos de negocio;De 10 a 49 empleados;201
33. Otros servicios (CNAE 85-854, 94, 95, 96);- Exclusivamente innovadoras de procesos de negocio;De 50 a 249 empleados;..
33. Otros servicios (CNAE 85-854, 94, 95, 96);- Exclusivamente innovadoras de procesos de negocio;250 y más empleados;..
33. Otros servicios (CNAE 85-854, 94, 95, 96);- Exclusivamente innovadoras de procesos de negocio;Total;264
33. Otros servicios (CNAE 85-854, 94, 95, 96);Empresas innovadoras de producto y de procesos de negocio;De 10 a 49 empleados;33
33. Otros servicios (CNAE 85-854, 94, 95, 96);Empresas innovadoras de producto y de procesos de negocio;De 50 a 249 empleados;..
33. Otros servicios (CNAE 85-854, 94, 95, 96);Empresas innovadoras de producto y de procesos de negocio;250 y más empleados;..
33. Otros servicios (CNAE 85-854, 94, 95, 96);Empresas innovadoras de producto y de procesos de negocio;Total;57
